date,station_id,station_name,chl_a_observed,source_count,daily_value_min,daily_value_max,daily_value_std,source_file_count,source_files,source_rows,source_sheets,daily_aggregation_method,is_cross_station_duplicate_candidate,source_observation_count,is_direct_observation,is_satellite_derived,chl_a_unit,is_iqr_outlier,is_high_chl,is_bloom_range_chl,previous_direct_value,direct_gap_days,direct_delta,is_abrupt_observed_transition,qc_exclusion_reason,is_qc_excluded_from_model,is_outlier_removed,chl_a_clean,is_missing_before_imputation,is_iqr_outlier_retained,previous_observation_date,next_observation_date,days_since_last_observation,days_until_next_observation,gap_length_days,is_interpolated,chl_a_filled,is_imputed,imputation_method,imputation_source_count,climatology_source_count,climatology_window_days,imputation_confidence,is_low_support_imputation,is_hpbr_imputed,preprocessing_stage,chl_a_smoothed,has_smoothed_variant,smoothing_delta,abs_smoothing_delta,is_smoothed,smoothing_method,chl_a_model,season
2022-09-01,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-02,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-03,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-04,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-05,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-06,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-07,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-08,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-09,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-10,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-11,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-12,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-13,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-14,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-15,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-16,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-17,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-18,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-19,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-20,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-21,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-22,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-23,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-24,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-25,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-26,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-27,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-28,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-29,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-09-30,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-01,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-02,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-03,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-04,la_poza,La Poza,4.4,2,4.4,4.4,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza.xls,2; 3,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,4.019,43.0,0.3810000000000002,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-05,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-06,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-07,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-08,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-09,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-10,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-11,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-12,la_poza,La Poza,,0,,,,0,,,,,False,0,False,False,ug/L,False,False,False,,,,False,,False,False,,True,False,,,,,941,False,,True,unfilled_no_prior_observation,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-13,la_poza,La Poza,4.802,2,4.802,4.802,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,3; 2,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,4.4,9.0,0.40199999999999925,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-14,la_poza,La Poza,5.966,2,5.966,5.966,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,4; 3,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,4.802,1.0,1.1640000000000006,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-15,la_poza,La Poza,3.942,2,3.942,3.942,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,5; 4,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,5.966,1.0,-2.024,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-16,la_poza,La Poza,3.424,2,3.424,3.424,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,6; 5,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.942,1.0,-0.5180000000000002,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-17,la_poza,La Poza,3.987,2,3.987,3.987,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,7; 6,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,3.424,1.0,0.5630000000000002,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-18,la_poza,La Poza,3.19,2,3.19,3.19,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,8; 7,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.987,1.0,-0.7970000000000002,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-19,la_poza,La Poza,5.454,2,5.454,5.454,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,9; 8,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,3.19,1.0,2.264,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-20,la_poza,La Poza,7.535,2,7.535,7.535,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,10; 9,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,5.454,1.0,2.0810000000000004,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-21,la_poza,La Poza,5.882,2,5.882,5.882,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,11; 10,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,7.535,1.0,-1.6530000000000005,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-22,la_poza,La Poza,3.992,2,3.992,3.992,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,12; 11,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,5.882,1.0,-1.8899999999999997,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-23,la_poza,La Poza,5.955,2,5.955,5.955,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,13; 12,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,3.992,1.0,1.963,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-24,la_poza,La Poza,2.915,2,2.915,2.915,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,14; 13,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,5.955,1.0,-3.04,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-25,la_poza,La Poza,3.674,2,3.674,3.674,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,15; 14,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,2.915,1.0,0.7589999999999999,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-26,la_poza,La Poza,3.101,2,3.101,3.101,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,16; 15,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.674,1.0,-0.573,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-27,la_poza,La Poza,3.76,2,3.76,3.76,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,17; 16,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.101,1.0,0.6589999999999998,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-28,la_poza,La Poza,6.519,2,6.519,6.519,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,18; 17,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,3.76,1.0,2.7590000000000003,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-29,la_poza,La Poza,6.78,2,6.78,6.78,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,19; 18,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,6.519,1.0,0.2610000000000001,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-30,la_poza,La Poza,4.125,2,4.125,4.125,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,20; 19,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,6.78,1.0,-2.6550000000000002,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-10-31,la_poza,La Poza,3.214,2,3.214,3.214,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,21; 20,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,4.125,1.0,-0.911,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-01,la_poza,La Poza,3.101,2,3.101,3.101,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,22; 21,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.214,1.0,-0.11299999999999999,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-02,la_poza,La Poza,3.82,2,3.82,3.82,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,23; 22,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.101,1.0,0.7189999999999999,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-03,la_poza,La Poza,3.821,2,3.821,3.821,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,24; 23,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.82,1.0,0.001000000000000334,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-04,la_poza,La Poza,3.667,2,3.667,3.667,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,25; 24,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,False,False,False,3.821,1.0,-0.15400000000000036,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-05,la_poza,La Poza,4.283,2,4.283,4.283,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,26; 25,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,3.667,1.0,0.6160000000000005,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-06,la_poza,La Poza,8.869,2,8.869,8.869,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,27; 26,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,False,False,4.283,1.0,4.585999999999999,False,cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-07,la_poza,La Poza,17.786,2,17.786,17.786,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,28; 27,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,True,False,8.869,1.0,8.917000000000002,False,iqr_high_chl_quarantine;cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-08,la_poza,La Poza,13.526,2,13.526,13.526,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,29; 28,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,True,False,17.786,1.0,-4.260000000000002,False,iqr_high_chl_quarantine;cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-09,la_poza,La Poza,13.489,2,13.489,13.489,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,30; 29,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,True,False,13.526,1.0,-0.036999999999999034,False,iqr_high_chl_quarantine;cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-10,la_poza,La Poza,16.357,2,16.357,16.357,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,31; 30,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,True,False,13.489,1.0,2.8679999999999986,False,iqr_high_chl_quarantine;cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
2022-11-11,la_poza,La Poza,14.898,2,14.898,14.898,0.0,2,raw_data/la_poza/la poza 1.xls; raw_data/la_poza/la poza(2).xls,32; 31,html_table_1,mean_of_same_day_sources,True,2,True,False,ug/L,True,True,False,16.357,1.0,-1.4589999999999996,False,iqr_high_chl_quarantine;cross_station_duplicate_quarantine,True,True,,True,False,,,,,941,False,,True,iqr_outlier_removed_then_imputed,0,0,0,missing,True,False,other_imputed,,False,,,False,none,,Spring
